date,magnitude,latitude,longitude,depth,location
1/6/2010,4.0999999999999996,16.68,-94.409999999999997,159,"50 km al NORESTE de UNION HIDALGO, OAX"
1/6/2010,4.0999999999999996,17.18,-94.769999999999996,187,"45 km al NORESTE de MATIAS ROMERO, OAX"
1/6/2010,4.0999999999999996,30.23,-113.70999999999999,7,"122 km al SUR de PUERTO PEÑASCO, SON"
1/6/2010,4,16.059999999999999,-97.599999999999994,17,"19 km al NOROESTE de RIO GRANDE, OAX"
1/6/2010,4,18.32,-102.40000000000001,40,"32 km al NORTE de LA MIRA, MICH"
1/8/2010,4.5999999999999996,16.870000000000001,-94.109999999999999,147,"46 km al NOROESTE de CINTALAPA, CHIS"
1/10/2010,4.0999999999999996,32.439999999999998,-115.16,11,"18 km al NOROESTE de GPE VICTORIA(KM.43), BC"
1/10/2010,4.0999999999999996,15.449999999999999,-94.030000000000001,65,"76 km al SUROESTE de TONALA, CHIS"
1/10/2010,4,18.670000000000002,-102.45,72,"47 km al SUR de APATZINGAN, MICH"
1/10/2010,4,17.370000000000001,-100.95999999999999,15,"38 km al SURESTE de PETATLAN, GRO"
1/10/2010,4,15.76,-94.189999999999998,87,"59 km al SUROESTE de TONALA, CHIS"
1/12/2010,4.2999999999999998,14.109999999999999,-91.349999999999994,20,"107 km al SURESTE de CD HIDALGO, CHIS"
1/12/2010,4,15.85,-94.459999999999994,83,"74 km al SUROESTE de ARRIAGA , CHIS"
1/13/2010,4.5,14.73,-94.390000000000001,16,"165 km al SUROESTE de TONALA, CHIS"
1/13/2010,4.0999999999999996,15.640000000000001,-95.040000000000006,39,"62 km al SURESTE de SALINA CRUZ, OAX"
1/13/2010,4.0999999999999996,15.640000000000001,-94,81,"56 km al SUROESTE de TONALA, CHIS"
1/13/2010,4,16.510000000000002,-94.629999999999995,144,"22 km al ESTE de UNION HIDALGO, OAX"
1/13/2010,4,14.25,-91.25,100,"108 km al SURESTE de CD HIDALGO, CHIS"
1/14/2010,4,17.949999999999999,-100.95,58,"54 km al SUROESTE de CD ALTAMIRANO, GRO"
1/16/2010,4.2000000000000002,14.85,-96.709999999999994,16,"102 km al SUR de S PEDRO POCHUTLA, OAX"
1/16/2010,4.0999999999999996,16.57,-95.189999999999998,128,"10 km al OESTE de CD IXTEPEC, OAX"
1/16/2010,4.0999999999999996,17.5,-103.08,10,"99 km al SUROESTE de LA MIRA, MICH"
1/17/2010,4.0999999999999996,16.640000000000001,-94.040000000000006,210,"34 km al OESTE de CINTALAPA, CHIS"
1/18/2010,5.5999999999999996,13.85,-90.659999999999997,118,"185 km al SURESTE de CD HIDALGO, CHIS"
1/18/2010,4.9000000000000004,13.970000000000001,-90.290000000000006,48,"215 km al SURESTE de CD HIDALGO, CHIS"
1/18/2010,4.5999999999999996,24.16,-109.39,5,"94 km al ESTE de LA PAZ, BCS"
1/18/2010,4.2000000000000002,14.460000000000001,-92.769999999999996,60,"71 km al SUROESTE de CD HIDALGO, CHIS"
1/18/2010,4.2000000000000002,14.31,-92.469999999999999,14,"53 km al SUROESTE de CD HIDALGO, CHIS"
1/18/2010,4.0999999999999996,17.510000000000002,-106.94,9,"316 km al SUROESTE de CIHUATLAN, JAL"
1/19/2010,4.0999999999999996,16.609999999999999,-96.430000000000007,59,"33 km al SURESTE de OCOTLAN DE MORELOS, OAX"
1/19/2010,4,15.34,-92.840000000000003,102,"13 km al SURESTE de MAPASTEPEC, CHIS"
1/20/2010,4.7999999999999998,16.620000000000001,-94.810000000000002,128,"16 km al NORTE de UNION HIDALGO, OAX"
1/20/2010,4.5,16.420000000000002,-98.219999999999999,10,"20 km al NOROESTE de PINOTEPA NACIONAL, OAX"
1/20/2010,4.0999999999999996,17.07,-101.09999999999999,20,"53 km al SUROESTE de TECPAN, GRO"
1/20/2010,4,25.620000000000001,-100.40000000000001,5,"5 km al SUR de S PEDRO GARZA GARCIA, NL"
1/21/2010,4.5,18.890000000000001,-102.95,81,"25 km al NORESTE de COALCOMAN, MICH"
1/21/2010,4.2000000000000002,14.65,-93.079999999999998,92,"85 km al SUROESTE de HUIXTLA, CHIS"
1/22/2010,4.2000000000000002,24.620000000000001,-109.17,10,"127 km al SUROESTE de GUASAVE, SIN"
1/23/2010,4.0999999999999996,17.440000000000001,-97.180000000000007,60,"52 km al SURESTE de TEPELMEME, OAX"
1/25/2010,4.7000000000000002,13.890000000000001,-92.069999999999993,16,"88 km al SUR de CD HIDALGO, CHIS"
1/25/2010,4.5999999999999996,14.25,-92.159999999999997,30,"47 km al SUR de CD HIDALGO, CHIS"
1/25/2010,4.5,14.789999999999999,-94.310000000000002,10,"154 km al SUROESTE de PIJIJIAPAN, CHIS"
1/27/2010,4.2000000000000002,15.529999999999999,-96.290000000000006,9,"30 km al SURESTE de S PEDRO POCHUTLA, OAX"
1/27/2010,4,16.73,-99.879999999999995,4,"16 km al SUR de ACAPULCO, GRO"
1/29/2010,4,17.41,-101.39,20,"19 km al SUROESTE de PETATLAN, GRO"
1/30/2010,4.4000000000000004,17.289999999999999,-94.430000000000007,153,"77 km al SUROESTE de LAS CHOAPAS, VER"
1/30/2010,4.2000000000000002,15.390000000000001,-95.340000000000003,16,"89 km al SUR de SALINA CRUZ, OAX"
1/31/2010,4.2000000000000002,16.670000000000002,-100.53,4,"60 km al SUROESTE de COYUCA DE BENITEZ, GRO"
1/31/2010,4.2000000000000002,14.82,-93.260000000000005,21,"79 km al SUROESTE de MAPASTEPEC, CHIS"
1/31/2010,4.0999999999999996,16.52,-100.51000000000001,10,"70 km al SUROESTE de COYUCA DE BENITEZ, GRO"
1/31/2010,4,16.609999999999999,-100.61,10,"68 km al SUR de TECPAN, GRO"
2/1/2010,4.0999999999999996,17.77,-102.75,5,"53 km al SUROESTE de LA MIRA, MICH"
2/1/2010,4,16.280000000000001,-96.209999999999994,14,"41 km al ESTE de MIAHUATLAN, OAX"
2/2/2010,4.7000000000000002,18,-98.209999999999994,56,"28 km al SUROESTE de ACATLAN DE OSORIO, PUE"
2/2/2010,4,14.970000000000001,-93.530000000000001,12,"86 km al SUROESTE de MAPASTEPEC, CHIS"
2/4/2010,4.0999999999999996,17.41,-101.64,8,"28 km al SUROESTE de ZIHUATANEJO, GRO"
2/4/2010,4.0999999999999996,16.100000000000001,-97.150000000000006,28,"28 km al NOROESTE de PUERTO ESCONDIDO, OAX"
2/4/2010,4,17.48,-101.63,13,"20 km al SUROESTE de ZIHUATANEJO, GRO"
2/4/2010,4,15.44,-95.739999999999995,8,"56 km al SURESTE de CRUCECITA, OAX"
2/5/2010,4.2999999999999998,14.56,-91.650000000000006,105,"56 km al ESTE de CD HIDALGO, CHIS"
2/6/2010,4,17.719999999999999,-98.400000000000006,58,"27 km al NORESTE de TLAPA, GRO"
2/7/2010,4,14.48,-92.659999999999997,14,"59 km al SUROESTE de CD HIDALGO, CHIS"
2/7/2010,4,13.529999999999999,-92.260000000000005,20,"128 km al SUR de CD HIDALGO, CHIS"
2/8/2010,5.7999999999999998,15.890000000000001,-96.859999999999999,40,"22 km al ESTE de PUERTO ESCONDIDO, OAX"
2/9/2010,4.4000000000000004,16.02,-92.719999999999999,205,"39 km al SUROESTE de VENUSTIANO CARRANZA, CHIS"
2/9/2010,4,14.41,-92.590000000000003,5,"56 km al SUROESTE de CD HIDALGO, CHIS"
2/12/2010,4.0999999999999996,16.32,-98.849999999999994,12,"62 km al SUROESTE de OMETEPEC, GRO"
2/12/2010,4,16.899999999999999,-95.25,111,"22 km al OESTE de MATIAS ROMERO, OAX"
2/14/2010,4.2000000000000002,16.199999999999999,-98.650000000000006,10,"59 km al SUROESTE de OMETEPEC, GRO"
2/14/2010,4,16.460000000000001,-93.569999999999993,173,"31 km al SURESTE de CINTALAPA, CHIS"
2/14/2010,4,16.129999999999999,-98.689999999999998,16,"68 km al SUROESTE de OMETEPEC, GRO"
2/14/2010,4,31.800000000000001,-115.2,20,"55 km al SUR de GPE VICTORIA(KM.43), BC"
2/15/2010,4,16.719999999999999,-99.680000000000007,11,"29 km al SURESTE de ACAPULCO, GRO"
2/16/2010,4.0999999999999996,13.77,-92.019999999999996,20,"101 km al SUR de CD HIDALGO, CHIS"
2/17/2010,4.4000000000000004,15.07,-91.799999999999997,180,"40 km al ESTE de CACAHOATAN, CHIS"
2/18/2010,4.2999999999999998,19.02,-95.670000000000002,30,"29 km al NORESTE de ALVARADO, VER"
2/20/2010,4.0999999999999996,15.609999999999999,-96.719999999999999,4,"31 km al SUROESTE de S PEDRO POCHUTLA, OAX"
2/20/2010,4,13.94,-91.359999999999999,75,"118 km al SURESTE de CD HIDALGO, CHIS"
2/20/2010,4,15.85,-92.310000000000002,77,"28 km al NOROESTE de FRONTERA COMALAPA, CHIS"
2/21/2010,4.2999999999999998,16.850000000000001,-94.840000000000003,106,"22 km al ESTE de MATIAS ROMERO, OAX"
2/21/2010,4,17.440000000000001,-94.5,176,"61 km al SUR de MINATITLAN, VER"
2/23/2010,5.5,15.93,-91.109999999999999,25,"102 km al SURESTE de LAS MARGARITAS, CHIS"
2/23/2010,5.4000000000000004,15.99,-91.219999999999999,27,"89 km al SURESTE de LAS MARGARITAS, CHIS"
2/23/2010,4,16.030000000000001,-91.239999999999995,15,"85 km al SURESTE de LAS MARGARITAS, CHIS"
2/23/2010,4,16.059999999999999,-91.230000000000004,6,"85 km al SURESTE de LAS MARGARITAS, CHIS"
2/23/2010,4,14.640000000000001,-93.75,16,"128 km al SUROESTE de MAPASTEPEC, CHIS"
2/24/2010,4.2000000000000002,17.93,-101.89,3,"34 km al ESTE de CD LAZARO CARDENAS, MICH"
2/24/2010,4.0999999999999996,17.010000000000002,-95.459999999999994,144,"47 km al NOROESTE de MATIAS ROMERO, OAX"
2/25/2010,4.4000000000000004,15.82,-96.909999999999997,10,"17 km al SURESTE de PUERTO ESCONDIDO, OAX"
2/25/2010,4.0999999999999996,14.539999999999999,-92.540000000000006,46,"45 km al SUROESTE de CD HIDALGO, CHIS"
2/25/2010,4.0999999999999996,15.24,-91.790000000000006,47,"49 km al NORESTE de CACAHOATAN, CHIS"
2/25/2010,4,15.220000000000001,-91.790000000000006,51,"48 km al NORESTE de CACAHOATAN, CHIS"
2/26/2010,4,13.59,-91.209999999999994,58,"157 km al SURESTE de CD HIDALGO, CHIS"
2/26/2010,4,14.69,-91.689999999999998,91,"50 km al ESTE de CD HIDALGO, CHIS"
2/27/2010,4.0999999999999996,17.960000000000001,-101.61,10,"35 km al NORTE de ZIHUATANEJO, GRO"
2/28/2010,4.0999999999999996,15.369999999999999,-96.730000000000004,10,"50 km al SUROESTE de S PEDRO POCHUTLA, OAX"
3/1/2010,4.0999999999999996,15.289999999999999,-91.879999999999995,211,"40 km al ESTE de MOTOZINTLA, CHIS"
3/1/2010,4.0999999999999996,17.280000000000001,-94.390000000000001,187,"76 km al SUROESTE de LAS CHOAPAS, VER"
3/1/2010,4,17.949999999999999,-101.59,47,"34 km al NORTE de ZIHUATANEJO, GRO"
3/2/2010,4.2000000000000002,16.399999999999999,-94,131,"21 km al NOROESTE de ARRIAGA , CHIS"
3/2/2010,4.2000000000000002,14.33,-93.180000000000007,5,"117 km al SUROESTE de CD HIDALGO, CHIS"
3/2/2010,4,17.149999999999999,-94.590000000000003,139,"57 km al NORESTE de MATIAS ROMERO, OAX"
3/2/2010,4,16.609999999999999,-94.379999999999995,140,"50 km al NORESTE de UNION HIDALGO, OAX"
3/3/2010,4,16.809999999999999,-95.640000000000001,88,"64 km al NOROESTE de CD IXTEPEC, OAX"
3/3/2010,4,16.809999999999999,-100.11,5,"22 km al SUR de COYUCA DE BENITEZ, GRO"
3/3/2010,4,17.899999999999999,-101.73,5,"34 km al NOROESTE de ZIHUATANEJO, GRO"
3/3/2010,4,17.07,-99.769999999999996,41,"26 km al NORESTE de ACAPULCO, GRO"
3/4/2010,4.5999999999999996,14.609999999999999,-94.359999999999999,16,"172 km al SUROESTE de PIJIJIAPAN, CHIS"
3/4/2010,4,16.199999999999999,-91.219999999999999,5,"82 km al ESTE de LAS MARGARITAS, CHIS"
3/5/2010,4,17.530000000000001,-96.010000000000005,65,"63 km al SUR de TUXTEPEC, OAX"
3/8/2010,4.0999999999999996,20.390000000000001,-105.95999999999999,7,"80 km al SUROESTE de PUERTO VALLARTA, JAL"
3/8/2010,4,20.43,-105.91,10,"74 km al SUROESTE de PUERTO VALLARTA, JAL"
3/10/2010,4.2000000000000002,14.58,-93.519999999999996,15,"117 km al SUROESTE de MAPASTEPEC, CHIS"
3/12/2010,4,18.140000000000001,-101.98999999999999,5,"27 km al NORESTE de LAS GUACAMAYAS, MICH"
3/14/2010,4,16.57,-94.700000000000003,96,"17 km al NORESTE de UNION HIDALGO, OAX"
3/14/2010,4,17.5,-95.099999999999994,132,"45 km al SUROESTE de SAYULA DE ALEMAN, VER"
3/16/2010,4.2000000000000002,16.039999999999999,-96.980000000000004,16,"22 km al NORESTE de PUERTO ESCONDIDO, OAX"
3/16/2010,4,17.050000000000001,-95.129999999999995,123,"22 km al NOROESTE de MATIAS ROMERO, OAX"
3/17/2010,4,32.369999999999997,-115.34,5,"24 km al NOROESTE de GPE VICTORIA(KM.43), BC"
3/18/2010,4,15.44,-91.859999999999999,207,"39 km al SURESTE de FRONTERA COMALAPA, CHIS"
3/18/2010,4,14.789999999999999,-94.579999999999998,16,"167 km al SURESTE de SALINA CRUZ, OAX"
3/19/2010,4.5999999999999996,17.23,-101.19,19,"35 km al SUR de PETATLAN, GRO"
3/19/2010,4.2000000000000002,16.41,-94.680000000000007,91,"18 km al SURESTE de UNION HIDALGO, OAX"
3/19/2010,4,17.280000000000001,-101.19,16,"30 km al SURESTE de PETATLAN, GRO"
3/19/2010,4,17.280000000000001,-101.19,19,"30 km al SURESTE de PETATLAN, GRO"
3/20/2010,5.4000000000000004,16.100000000000001,-91.359999999999999,45,"71 km al SURESTE de LAS MARGARITAS, CHIS"
3/20/2010,4.7999999999999998,19.899999999999999,-105.73,32,"95 km al SUROESTE de PUERTO VALLARTA, JAL"
3/20/2010,4.2999999999999998,16.02,-98.859999999999999,16,"88 km al SUROESTE de OMETEPEC, GRO"
3/21/2010,4.5,13.859999999999999,-91.780000000000001,74,"99 km al SURESTE de CD HIDALGO, CHIS"
3/21/2010,4.2999999999999998,15.380000000000001,-95.819999999999993,16,"55 km al SURESTE de CRUCECITA, OAX"
3/21/2010,4.2999999999999998,15.41,-94.739999999999995,16,"98 km al SURESTE de SALINA CRUZ, OAX"
3/21/2010,4.2000000000000002,16.960000000000001,-100.34999999999999,12,"28 km al OESTE de COYUCA DE BENITEZ, GRO"
3/21/2010,4.2000000000000002,32.380000000000003,-115.34,9,"25 km al NOROESTE de GPE VICTORIA(KM.43), BC"
3/21/2010,4.0999999999999996,32.329999999999998,-115.23999999999999,6,"14 km al NOROESTE de GPE VICTORIA(KM.43), BC"
3/21/2010,4.0999999999999996,16.699999999999999,-94.400000000000006,126,"52 km al NORESTE de UNION HIDALGO, OAX"
3/23/2010,4.2999999999999998,15.02,-92.879999999999995,80,"46 km al SUROESTE de HUIXTLA, CHIS"
3/23/2010,4,15.359999999999999,-91.900000000000006,208,"37 km al ESTE de MOTOZINTLA, CHIS"
3/24/2010,4.9000000000000004,13.720000000000001,-91.950000000000003,30,"108 km al SUR de CD HIDALGO, CHIS"
3/24/2010,4.2000000000000002,18.82,-107.68000000000001,20,"324 km al SUROESTE de PUERTO VALLARTA, JAL"
3/24/2010,4,14.93,-93.900000000000006,15,"112 km al SUROESTE de PIJIJIAPAN, CHIS"
3/26/2010,4,13.869999999999999,-92.689999999999998,20,"107 km al SUROESTE de CD HIDALGO, CHIS"
3/27/2010,4.0999999999999996,18.510000000000002,-101.06999999999999,55,"22 km al SUROESTE de HUETAMO, MICH"
3/27/2010,4.0999999999999996,28.02,-112.44,16,"77 km al NORTE de SANTA ROSALIA, BCS"
3/27/2010,4.0999999999999996,17.27,-101.23,7,"30 km al SUR de PETATLAN, GRO"
3/28/2010,4.5,13.83,-92.280000000000001,10,"95 km al SUR de CD HIDALGO, CHIS"
3/28/2010,4.2000000000000002,20.449999999999999,-106.09999999999999,20,"92 km al OESTE de PUERTO VALLARTA, JAL"
3/28/2010,4.2000000000000002,17.109999999999999,-101.26000000000001,3,"47 km al SUR de PETATLAN, GRO"
3/28/2010,4.2000000000000002,16.170000000000002,-98.780000000000001,21,"69 km al SUROESTE de OMETEPEC, GRO"
3/28/2010,4.0999999999999996,23.120000000000001,-109.38,16,"34 km al ESTE de SAN JOSE DEL CABO, BCS"
3/29/2010,4.0999999999999996,15.73,-94.950000000000003,9,"57 km al SURESTE de SALINA CRUZ, OAX"
3/30/2010,4.9000000000000004,31.550000000000001,-113.79000000000001,3,"35 km al NOROESTE de PUERTO PEÑASCO, SON"
3/30/2010,4.2999999999999998,13.58,-91.980000000000004,16,"123 km al SUR de CD HIDALGO, CHIS"
3/31/2010,4.2999999999999998,32.439999999999998,-115.15000000000001,3,"18 km al NORTE de GPE VICTORIA(KM.43), BC"
4/2/2010,4.0999999999999996,16.379999999999999,-99.540000000000006,16,"48 km al SUROESTE de SAN MARCOS, GRO"
4/2/2010,4,13.960000000000001,-91.370000000000005,95,"116 km al SURESTE de CD HIDALGO, CHIS"
4/2/2010,4,17.350000000000001,-100.2,46,"29 km al NORESTE de ATOYAC DE ALVAREZ, GRO"
4/3/2010,4.2000000000000002,32.460000000000001,-115.33,15,"26 km al SURESTE de MEXICALI, BC"
4/3/2010,4.0999999999999996,17.34,-100.92,12,"34 km al NOROESTE de TECPAN, GRO"
4/3/2010,4,14.9,-93.989999999999995,18,"121 km al SUROESTE de PIJIJIAPAN, CHIS"
4/3/2010,4,13.91,-91.459999999999994,15,"113 km al SURESTE de CD HIDALGO, CHIS"
4/3/2010,4,32.619999999999997,-115.41,10,"7 km al SURESTE de MEXICALI, BC"
4/3/2010,4,16.469999999999999,-95.040000000000006,40,"5 km al NOROESTE de JUCHITAN DE ZARAGOZA, OAX"
4/4/2010,7.2000000000000002,32.469999999999999,-115.37,10,"23 km al SURESTE de MEXICALI, BC"
4/4/2010,4.7000000000000002,14.66,-94.439999999999998,16,"174 km al SUROESTE de TONALA, CHIS"
4/4/2010,4.5,32.359999999999999,-115.3,16,"20 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/4/2010,4.5,32,-114.78,8,"44 km al SURESTE de GPE VICTORIA(KM.43), BC"
4/4/2010,4.4000000000000004,32.060000000000002,-115,3,"27 km al SURESTE de GPE VICTORIA(KM.43), BC"
4/4/2010,4.2999999999999998,32.299999999999997,-115.19,20,"8 km al OESTE de GPE VICTORIA(KM.43), BC"
4/4/2010,4.0999999999999996,32.520000000000003,-115.19,17,"27 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/4/2010,4.0999999999999996,13.99,-92.980000000000004,7,"117 km al SUROESTE de CD HIDALGO, CHIS"
4/4/2010,4.0999999999999996,32.200000000000003,-115.06999999999999,10,"10 km al SURESTE de GPE VICTORIA(KM.43), BC"
4/4/2010,4.0999999999999996,32.350000000000001,-115.28,10,"18 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/4/2010,4.0999999999999996,32.659999999999997,-115.56999999999999,13,"3 km al NORTE de SANTA ISABEL, BC"
4/4/2010,4,15.98,-97.489999999999995,4,"7 km al SUROESTE de RIO GRANDE, OAX"
4/4/2010,4,32.310000000000002,-115.34,4,"23 km al OESTE de GPE VICTORIA(KM.43), BC"
4/4/2010,4,32.659999999999997,-115.79000000000001,15,"20 km al OESTE de SANTA ISABEL, BC"
4/4/2010,4,32.780000000000001,-115.8,12,"27 km al NOROESTE de SANTA ISABEL, BC"
4/4/2010,4,32.310000000000002,-115.14,20,"4 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/4/2010,4,32.880000000000003,-114.73,14,"45 km al NORTE de S LUIS R COLORADO, SON"
4/5/2010,4.7999999999999998,32.869999999999997,-115.93000000000001,10,"42 km al NOROESTE de SANTA ISABEL, BC"
4/5/2010,4.7000000000000002,32.799999999999997,-115.73,15,"24 km al NOROESTE de SANTA ISABEL, BC"
4/5/2010,4.5,14.99,-91.510000000000005,212,"70 km al ESTE de CACAHOATAN, CHIS"
4/5/2010,4.4000000000000004,32.689999999999998,-115.81,6,"23 km al NOROESTE de SANTA ISABEL, BC"
4/5/2010,4.2999999999999998,14.35,-91.590000000000003,134,"71 km al SURESTE de CD HIDALGO, CHIS"
4/5/2010,4.2000000000000002,32.380000000000003,-115.29000000000001,7,"20 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/5/2010,4.2000000000000002,32.210000000000001,-115.22,5,"14 km al SUROESTE de GPE VICTORIA(KM.43), BC"
4/5/2010,4.2000000000000002,32.109999999999999,-114.97,13,"23 km al SURESTE de GPE VICTORIA(KM.43), BC"
4/5/2010,4.0999999999999996,32.75,-115.78,15,"23 km al NOROESTE de SANTA ISABEL, BC"
4/5/2010,4.0999999999999996,31.93,-114.94,5,"42 km al SURESTE de GPE VICTORIA(KM.43), BC"
4/5/2010,4,32.229999999999997,-115.2,12,"11 km al SUROESTE de GPE VICTORIA(KM.43), BC"
4/5/2010,4,31.890000000000001,-114.91,11,"48 km al SURESTE de GPE VICTORIA(KM.43), BC"
4/5/2010,4,16.760000000000002,-94.989999999999995,101,"14 km al SURESTE de MATIAS ROMERO, OAX"
4/6/2010,4.5999999999999996,31.960000000000001,-114.91,5,"41 km al SURESTE de GPE VICTORIA(KM.43), BC"
4/6/2010,4.4000000000000004,16.699999999999999,-99.239999999999995,14,"19 km al SURESTE de SAN MARCOS, GRO"
4/6/2010,4.2000000000000002,32.840000000000003,-115.84,5,"34 km al NOROESTE de SANTA ISABEL, BC"
4/6/2010,4.0999999999999996,13.84,-91.989999999999995,30,"94 km al SUR de CD HIDALGO, CHIS"
4/6/2010,4.0999999999999996,32.329999999999998,-115.23999999999999,15,"14 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/6/2010,4.0999999999999996,32.140000000000001,-115.08,5,"16 km al SUR de GPE VICTORIA(KM.43), BC"
4/6/2010,4,14.16,-92.579999999999998,5,"74 km al SUROESTE de CD HIDALGO, CHIS"
4/6/2010,4,32.109999999999999,-114.98,5,"23 km al SURESTE de GPE VICTORIA(KM.43), BC"
4/7/2010,4.5999999999999996,16.600000000000001,-100.37,2,"54 km al SUROESTE de COYUCA DE BENITEZ, GRO"
4/7/2010,4.5,15.76,-95.510000000000005,41,"58 km al SUROESTE de SALINA CRUZ, OAX"
4/7/2010,4.4000000000000004,32.93,-115.97,8,"50 km al NOROESTE de SANTA ISABEL, BC"
4/7/2010,4.2999999999999998,32.340000000000003,-115.12,23,"6 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/7/2010,4.2000000000000002,32.420000000000002,-115.25,23,"20 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/7/2010,4.0999999999999996,32.310000000000002,-115.17,18,"7 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/7/2010,4.0999999999999996,18.149999999999999,-97.230000000000004,76,"20 km al SUR de S SEBASTIAN ZINACATEPEC, PUE"
4/7/2010,4.0999999999999996,32.270000000000003,-115.26000000000001,11,"15 km al OESTE de GPE VICTORIA(KM.43), BC"
4/7/2010,4.0999999999999996,32.189999999999998,-115.23999999999999,10,"17 km al SUROESTE de GPE VICTORIA(KM.43), BC"
4/7/2010,4.0999999999999996,32.799999999999997,-115.70999999999999,16,"23 km al NOROESTE de SANTA ISABEL, BC"
4/7/2010,4,32.270000000000003,-115.31,5,"20 km al OESTE de GPE VICTORIA(KM.43), BC"
4/7/2010,4,16.739999999999998,-100.12,3,"28 km al SUROESTE de ACAPULCO, GRO"
4/7/2010,4,15.789999999999999,-94.140000000000001,78,"53 km al SUROESTE de TONALA, CHIS"
4/7/2010,4,15.779999999999999,-95.519999999999996,39,"56 km al SUROESTE de SALINA CRUZ, OAX"
4/7/2010,4,32.240000000000002,-115.19,10,"10 km al SUROESTE de GPE VICTORIA(KM.43), BC"
4/7/2010,4,32.159999999999997,-115.02,10,"16 km al SURESTE de GPE VICTORIA(KM.43), BC"
4/8/2010,5.4000000000000004,32.329999999999998,-115.23,10,"13 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/8/2010,4.0999999999999996,16.77,-95.310000000000002,113,"31 km al SUROESTE de MATIAS ROMERO, OAX"
4/8/2010,4.0999999999999996,15.67,-95.310000000000002,20,"58 km al SUR de SALINA CRUZ, OAX"
4/8/2010,4.0999999999999996,32.399999999999999,-115.23999999999999,22,"18 km al NOROESTE de GPE VICTORIA(KM.43), BC"
4/8/2010,4,32.299999999999997,-115.06,25,"4 km al NORESTE de GPE VICTORIA(KM.43), BC"
4/9/2010,4.9000000000000004,32.25,-115.17,11,"8 km al SUROESTE de GPE VICTORIA(KM.43), BC"
4/9/2010,4.0999999999999996,32.060000000000002,-114.90000000000001,16,"32 km al SURESTE de GPE VICTORIA(KM.43), BC"
4/9/2010,4,32.259999999999998,-115.23999999999999,13,"13 km al OESTE de GPE VICTORIA(KM.43), BC"
4/9/2010,4,16.66,-99.510000000000005,16,"20 km al SUROESTE de SAN MARCOS, GRO"
4/10/2010,4.2000000000000002,32.789999999999999,-115.7,10,"21 km al NOROESTE de SANTA ISABEL, BC"
4/11/2010,4,18.190000000000001,-103.54000000000001,9,"76 km al SUROESTE de COALCOMAN, MICH"
4/12/2010,4.4000000000000004,16.309999999999999,-92.879999999999995,220,"28 km al SUROESTE de ACALA, CHIS"
4/12/2010,4.2000000000000002,16.57,-96.530000000000001,44,"28 km al NORTE de MIAHUATLAN, OAX"
4/13/2010,4,31.969999999999999,-115.23999999999999,5,"37 km al SUROESTE de GPE VICTORIA(KM.43), BC"
